Generation,Mutation Rate,Food Regeneration Rate,Average Population,Average Entropy Ratio
103,0.0,0.01,0.0,0.0
104,0.0,0.01,0.0,0.0
105,0.0,0.01,0.0,0.0
106,0.0,0.01,0.0,0.0
107,0.0,0.01,0.0,0.0
108,0.0,0.01,0.0,0.0
109,0.0,0.01,0.0,0.0
110,0.0,0.01,0.0,0.0
111,0.0,0.01,0.0,0.0
112,0.0,0.01,0.0,0.0
113,0.0,0.01,0.0,0.0
114,0.0,0.01,0.0,0.0
115,0.0,0.01,0.0,0.0
116,0.0,0.01,0.0,0.0
117,0.0,0.01,0.0,0.0
118,0.0,0.01,0.0,0.0
119,0.0,0.01,0.0,0.0
120,0.0,0.01,0.0,0.0
121,0.0,0.01,0.0,0.0
122,0.0,0.01,0.0,0.0
123,0.0,0.01,0.0,0.0
124,0.0,0.01,0.0,0.0
125,0.0,0.01,0.0,0.0
126,0.0,0.01,0.0,0.0
127,0.0,0.01,0.0,0.0
128,0.0,0.01,0.0,0.0
129,0.0,0.01,0.0,0.0
130,0.0,0.01,0.0,0.0
131,0.0,0.01,0.0,0.0
132,0.0,0.01,0.0,0.0
133,0.0,0.01,0.0,0.0
134,0.0,0.01,0.0,0.0
135,0.0,0.01,0.0,0.0
136,0.0,0.01,0.0,0.0
137,0.0,0.01,0.0,0.0
138,0.0,0.01,0.0,0.0
139,0.0,0.01,0.0,0.0
140,0.0,0.01,0.0,0.0
141,0.0,0.01,0.0,0.0
142,0.0,0.01,0.0,0.0
143,0.0,0.01,0.0,0.0
144,0.0,0.01,0.0,0.0
145,0.0,0.01,0.0,0.0
146,0.0,0.01,0.0,0.0
147,0.0,0.01,0.0,0.0
148,0.0,0.01,0.0,0.0
149,0.0,0.01,0.0,0.0
0,0.0,0.1,20.0,0.8233173176882351
1,0.0,0.1,19.0,0.8203799195756241
2,0.0,0.1,44.75,0.8174287175594034
3,0.0,0.1,111.5,0.8171570181547811
4,0.0,0.1,272.75,0.8172316910569072
5,0.0,0.1,683.5,0.8169053671875615
6,0.0,0.1,1018.5,0.8148877338403615
7,0.0,0.1,966.25,0.8137686800003998
8,0.0,0.1,410.75,0.8157322242957775
9,0.0,0.1,310.5,0.8159959374026399
10,0.0,0.1,230.5,0.8159276883748199
11,0.0,0.1,157.75,0.8151428210110978
12,0.0,0.1,150.25,0.8149587998756187
13,0.0,0.1,139.75,0.6039584271744063
14,0.0,0.1,150.5,0.6039584271744072
15,0.0,0.1,26.25,0.6039584271744034
16,0.0,0.1,9.75,0.40043175370020617
17,0.0,0.1,12.5,0.4004317537002062
18,0.0,0.1,19.25,0.4004317537002062
19,0.0,0.1,32.0,0.40043175370020556
20,0.0,0.1,46.5,0.40043175370020523
21,0.0,0.1,89.0,0.40043175370020834
22,0.0,0.1,41.0,0.40043175370020523
23,0.0,0.1,8.25,0.4004317537002062
24,0.0,0.1,6.0,0.4004317537002061
25,0.0,0.1,6.25,0.4004317537002061
26,0.0,0.1,8.0,0.19661577420068233
27,0.0,0.1,9.75,0.19661577420068224
28,0.0,0.1,15.25,0.19661577420068213
29,0.0,0.1,18.75,0.1966157742006821
30,0.0,0.1,34.75,0.19661577420068205
31,0.0,0.1,30.75,0.19661577420068205
32,0.0,0.1,14.75,0.19661577420068213
33,0.0,0.1,9.5,0.19661577420068227
34,0.0,0.1,23.25,0.19661577420068208
35,0.0,0.1,43.5,0.1966157742006817
36,0.0,0.1,71.5,0.19661577420068121
37,0.0,0.1,64.5,0.19661577420068094
38,0.0,0.1,0.0,0.0
39,0.0,0.1,0.0,0.0
40,0.0,0.1,0.0,0.0
41,0.0,0.1,0.0,0.0
42,0.0,0.1,0.0,0.0
43,0.0,0.1,0.0,0.0
44,0.0,0.1,0.0,0.0
45,0.0,0.1,0.0,0.0
46,0.0,0.1,0.0,0.0
47,0.0,0.1,0.0,0.0
48,0.0,0.1,0.0,0.0
49,0.0,0.1,0.0,0.0
50,0.0,0.1,0.0,0.0
51,0.0,0.1,0.0,0.0
52,0.0,0.1,0.0,0.0
53,0.0,0.1,0.0,0.0
54,0.0,0.1,0.0,0.0
55,0.0,0.1,0.0,0.0
56,0.0,0.1,0.0,0.0
57,0.0,0.1,0.0,0.0
58,0.0,0.1,0.0,0.0
59,0.0,0.1,0.0,0.0
60,0.0,0.1,0.0,0.0
61,0.0,0.1,0.0,0.0
62,0.0,0.1,0.0,0.0
63,0.0,0.1,0.0,0.0
64,0.0,0.1,0.0,0.0
65,0.0,0.1,0.0,0.0
66,0.0,0.1,0.0,0.0
67,0.0,0.1,0.0,0.0
68,0.0,0.1,0.0,0.0
69,0.0,0.1,0.0,0.0
70,0.0,0.1,0.0,0.0
71,0.0,0.1,0.0,0.0
72,0.0,0.1,0.0,0.0
73,0.0,0.1,0.0,0.0
74,0.0,0.1,0.0,0.0
75,0.0,0.1,0.0,0.0
76,0.0,0.1,0.0,0.0
77,0.0,0.1,0.0,0.0
78,0.0,0.1,0.0,0.0
79,0.0,0.1,0.0,0.0
80,0.0,0.1,0.0,0.0
81,0.0,0.1,0.0,0.0
82,0.0,0.1,0.0,0.0
83,0.0,0.1,0.0,0.0
84,0.0,0.1,0.0,0.0
85,0.0,0.1,0.0,0.0
86,0.0,0.1,0.0,0.0
87,0.0,0.1,0.0,0.0
88,0.0,0.1,0.0,0.0
89,0.0,0.1,0.0,0.0
90,0.0,0.1,0.0,0.0
91,0.0,0.1,0.0,0.0
92,0.0,0.1,0.0,0.0
93,0.0,0.1,0.0,0.0
94,0.0,0.1,0.0,0.0
95,0.0,0.1,0.0,0.0
96,0.0,0.1,0.0,0.0
97,0.0,0.1,0.0,0.0
98,0.0,0.1,0.0,0.0
99,0.0,0.1,0.0,0.0
100,0.0,0.1,0.0,0.0
101,0.0,0.1,0.0,0.0
102,0.0,0.1,0.0,0.0
103,0.0,0.1,0.0,0.0
104,0.0,0.1,0.0,0.0
105,0.0,0.1,0.0,0.0
106,0.0,0.1,0.0,0.0
107,0.0,0.1,0.0,0.0
108,0.0,0.1,0.0,0.0
109,0.0,0.1,0.0,0.0
110,0.0,0.1,0.0,0.0
111,0.0,0.1,0.0,0.0
112,0.0,0.1,0.0,0.0
113,0.0,0.1,0.0,0.0
114,0.0,0.1,0.0,0.0
115,0.0,0.1,0.0,0.0
116,0.0,0.1,0.0,0.0
117,0.0,0.1,0.0,0.0
118,0.0,0.1,0.0,0.0
119,0.0,0.1,0.0,0.0
120,0.0,0.1,0.0,0.0
121,0.0,0.1,0.0,0.0
122,0.0,0.1,0.0,0.0
123,0.0,0.1,0.0,0.0
124,0.0,0.1,0.0,0.0
125,0.0,0.1,0.0,0.0
126,0.0,0.1,0.0,0.0
127,0.0,0.1,0.0,0.0
128,0.0,0.1,0.0,0.0
129,0.0,0.1,0.0,0.0
130,0.0,0.1,0.0,0.0
131,0.0,0.1,0.0,0.0
132,0.0,0.1,0.0,0.0
133,0.0,0.1,0.0,0.0
134,0.0,0.1,0.0,0.0
135,0.0,0.1,0.0,0.0
136,0.0,0.1,0.0,0.0
137,0.0,0.1,0.0,0.0
138,0.0,0.1,0.0,0.0
139,0.0,0.1,0.0,0.0
140,0.0,0.1,0.0,0.0
141,0.0,0.1,0.0,0.0
142,0.0,0.1,0.0,0.0
143,0.0,0.1,0.0,0.0
144,0.0,0.1,0.0,0.0
145,0.0,0.1,0.0,0.0
146,0.0,0.1,0.0,0.0
147,0.0,0.1,0.0,0.0
148,0.0,0.1,0.0,0.0
149,0.0,0.1,0.0,0.0
0,0.0,0.2,20.0,0.8283434797679019
1,0.0,0.2,25.25,0.825068388384555
2,0.0,0.2,65.5,0.8198359564875571
3,0.0,0.2,161.0,0.8171708805690232
4,0.0,0.2,383.75,0.8158043496622257
5,0.0,0.2,883.25,0.8155281854583212
6,0.0,0.2,1276.75,0.8116606321029776
7,0.0,0.2,814.25,0.8008845464972872
8,0.0,0.2,425.0,0.7980107255503351
9,0.0,0.2,245.5,0.7995619899920872
10,0.0,0.2,132.25,0.8103910047416266
11,0.0,0.2,96.0,0.8110194806389679
12,0.0,0.2,96.75,0.811739150923915
13,0.0,0.2,90.0,0.8137403070712808
14,0.0,0.2,81.5,0.8063208086234607
15,0.0,0.2,104.75,0.8005838452517895
16,0.0,0.2,118.75,0.7978915049376987
17,0.0,0.2,29.5,0.7974275675148869
18,0.0,0.2,17.25,0.8044395807535165
19,0.0,0.2,28.5,0.6000569882023437
20,0.0,0.2,18.0,0.5998457818136838
21,0.0,0.2,16.25,0.5997714640891145
22,0.0,0.2,21.5,0.5997675311383927
23,0.0,0.2,30.25,0.5997343781207952
24,0.0,0.2,28.0,0.5998473263385938
25,0.0,0.2,8.5,0.6000954480297378
26,0.0,0.2,7.75,0.6003587847302443
27,0.0,0.2,14.5,0.3985563168412317
28,0.0,0.2,27.5,0.3985563168412314
29,0.0,0.2,22.0,0.3985563168412319
30,0.0,0.2,15.5,0.2019405426405496
31,0.0,0.2,3.25,0.20194054264054964
32,0.0,0.2,0.0,0.0
33,0.0,0.2,0.0,0.0
34,0.0,0.2,0.0,0.0
35,0.0,0.2,0.0,0.0
36,0.0,0.2,0.0,0.0
37,0.0,0.2,0.0,0.0
38,0.0,0.2,0.0,0.0
39,0.0,0.2,0.0,0.0
40,0.0,0.2,0.0,0.0
41,0.0,0.2,0.0,0.0
42,0.0,0.2,0.0,0.0
43,0.0,0.2,0.0,0.0
44,0.0,0.2,0.0,0.0
45,0.0,0.2,0.0,0.0
46,0.0,0.2,0.0,0.0
47,0.0,0.2,0.0,0.0
48,0.0,0.2,0.0,0.0
49,0.0,0.2,0.0,0.0
50,0.0,0.2,0.0,0.0
51,0.0,0.2,0.0,0.0
52,0.0,0.2,0.0,0.0
53,0.0,0.2,0.0,0.0
54,0.0,0.2,0.0,0.0
55,0.0,0.2,0.0,0.0
56,0.0,0.2,0.0,0.0
57,0.0,0.2,0.0,0.0
58,0.0,0.2,0.0,0.0
59,0.0,0.2,0.0,0.0
60,0.0,0.2,0.0,0.0
61,0.0,0.2,0.0,0.0
62,0.0,0.2,0.0,0.0
63,0.0,0.2,0.0,0.0
64,0.0,0.2,0.0,0.0
65,0.0,0.2,0.0,0.0
66,0.0,0.2,0.0,0.0
67,0.0,0.2,0.0,0.0
68,0.0,0.2,0.0,0.0
69,0.0,0.2,0.0,0.0
70,0.0,0.2,0.0,0.0
71,0.0,0.2,0.0,0.0
72,0.0,0.2,0.0,0.0
73,0.0,0.2,0.0,0.0
74,0.0,0.2,0.0,0.0
75,0.0,0.2,0.0,0.0
76,0.0,0.2,0.0,0.0
77,0.0,0.2,0.0,0.0
78,0.0,0.2,0.0,0.0
79,0.0,0.2,0.0,0.0
80,0.0,0.2,0.0,0.0
81,0.0,0.2,0.0,0.0
82,0.0,0.2,0.0,0.0
83,0.0,0.2,0.0,0.0
84,0.0,0.2,0.0,0.0
85,0.0,0.2,0.0,0.0
86,0.0,0.2,0.0,0.0
87,0.0,0.2,0.0,0.0
88,0.0,0.2,0.0,0.0
89,0.0,0.2,0.0,0.0
90,0.0,0.2,0.0,0.0
91,0.0,0.2,0.0,0.0
92,0.0,0.2,0.0,0.0
93,0.0,0.2,0.0,0.0
94,0.0,0.2,0.0,0.0
95,0.0,0.2,0.0,0.0
96,0.0,0.2,0.0,0.0
97,0.0,0.2,0.0,0.0
98,0.0,0.2,0.0,0.0
99,0.0,0.2,0.0,0.0
100,0.0,0.2,0.0,0.0
101,0.0,0.2,0.0,0.0
102,0.0,0.2,0.0,0.0
103,0.0,0.2,0.0,0.0
104,0.0,0.2,0.0,0.0
105,0.0,0.2,0.0,0.0
106,0.0,0.2,0.0,0.0
107,0.0,0.2,0.0,0.0
108,0.0,0.2,0.0,0.0
109,0.0,0.2,0.0,0.0
110,0.0,0.2,0.0,0.0
111,0.0,0.2,0.0,0.0
112,0.0,0.2,0.0,0.0
113,0.0,0.2,0.0,0.0
114,0.0,0.2,0.0,0.0
115,0.0,0.2,0.0,0.0
116,0.0,0.2,0.0,0.0
117,0.0,0.2,0.0,0.0
118,0.0,0.2,0.0,0.0
119,0.0,0.2,0.0,0.0
120,0.0,0.2,0.0,0.0
121,0.0,0.2,0.0,0.0
122,0.0,0.2,0.0,0.0
123,0.0,0.2,0.0,0.0
124,0.0,0.2,0.0,0.0
125,0.0,0.2,0.0,0.0
126,0.0,0.2,0.0,0.0
